Unnamed: 0,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Children,Family_Size,Is_Parent
460,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,179,59,893,1,2,1
461,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,280,74,926,0,1,0
462,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,152,65,135,1,1,1
463,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,3,60,1495,0,2,0
464,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,125,48,120,1,2,1
465,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,118,54,1288,0,1,0
466,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,432,68,1743,0,2,0
467,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,606,53,15,1,1,1
468,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,115,72,542,2,2,1
469,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,683,52,890,1,2,1
470,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,459,48,1388,1,2,1
471,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,262,43,17,1,2,1
472,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,694,42,906,1,2,1
473,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,543,45,44,2,2,1
474,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,42,35,25,1,1,1
475,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,496,67,973,1,2,1
476,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,51,51,31,2,1,1
477,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,37,46,518,1,2,1
478,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,614,51,530,1,2,1
479,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,606,46,506,1,2,1
480,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,181,50,70,1,2,1
481,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,322,51,54,1,1,1
482,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,679,49,296,1,1,1
483,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,242,48,266,1,2,1
484,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,627,63,747,0,2,0
485,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,653,59,895,0,1,0
486,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,227,47,1053,1,2,1
487,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,368,49,735,1,2,1
488,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,154,54,20,1,2,1
489,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,609,71,205,0,1,0
490,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,643,65,2092,1,2,1
491,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,573,47,309,1,1,1
492,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,492,68,1722,0,2,0
493,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,533,59,900,1,1,1
494,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,214,79,682,0,1,0
495,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,442,61,663,1,1,1
496,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,85,45,43,1,1,1
497,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,434,52,1816,1,2,1
498,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,38,74,976,1,2,1
499,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,452,79,746,0,2,0
500,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,692,73,64,2,2,1
501,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,226,62,32,1,2,1
502,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,547,33,263,0,2,0
503,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,674,38,1445,1,2,1
504,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,373,67,46,1,2,1
505,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,599,70,1210,0,1,0
506,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,209,47,945,1,2,1
507,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,345,34,1157,0,1,0
508,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,373,31,137,0,2,0
509,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,560,64,730,1,1,1
510,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,400,42,216,1,2,1
511,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,458,44,943,1,1,1
512,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,252,59,347,2,2,1
513,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,104,64,1924,0,2,0
514,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,414,77,397,1,2,1
515,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,441,48,2089,0,1,0
516,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,511,62,138,2,2,1
517,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,364,33,42,1,1,1
518,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,310,64,777,0,2,0
519,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,120,79,1902,0,2,0
520,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,153,58,52,2,1,1
521,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,120,36,1651,0,1,0
522,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,317,32,358,0,2,0
523,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,637,70,1727,0,2,0
524,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,659,36,210,1,2,1
525,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,572,37,42,1,2,1
526,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,214,65,1291,0,2,0
527,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,21,46,442,0,2,0
528,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,686,59,1895,0,1,0
529,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,238,63,411,2,2,1
530,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,499,48,521,1,1,1
531,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,284,54,1168,1,1,1
532,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,11,46,493,2,2,1
533,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,431,61,260,2,2,1
534,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,377,41,46,1,1,1
535,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,444,72,319,1,2,1
536,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,162,56,96,1,2,1
537,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,134,56,1062,0,1,0
538,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,325,71,232,1,2,1
539,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,188,42,76,1,1,1
540,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,234,46,54,1,2,1
541,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,692,54,201,1,1,1
542,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,578,39,406,1,1,1
543,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,326,41,1919,0,2,0
544,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,390,47,662,1,2,1
545,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,113,33,41,1,2,1
546,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,173,59,1600,0,1,0
547,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,208,43,134,1,2,1
548,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,154,55,69,2,2,1
549,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,92,50,21,2,2,1
550,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,90,60,54,2,1,1
551,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,82,34,91,1,1,1
552,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,142,52,526,1,1,1
553,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,437,60,162,0,2,0
554,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,235,74,1008,0,2,0
555,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,655,71,240,2,2,1
556,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,485,45,795,1,1,1
557,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,450,41,1772,0,2,0
558,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,330,53,64,0,2,0
559,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,403,64,1957,1,2,1
560,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,293,45,78,1,2,1
561,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,378,43,1572,0,1,0
562,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,369,52,795,1,2,1
563,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,165,53,889,1,2,1
564,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,236,60,331,1,1,1
565,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,22,73,265,1,2,1
566,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,571,61,1065,1,1,1
567,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,295,72,11,2,2,1
568,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,359,44,21,1,1,1
569,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,569,53,17,2,2,1
570,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,655,49,369,1,2,1
571,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,153,55,38,2,2,1
572,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,289,45,177,1,1,1
573,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,332,53,279,1,2,1
574,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,270,42,62,1,2,1
575,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,514,46,1230,1,2,1
576,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,89,55,182,2,2,1
577,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,310,53,49,2,2,1
578,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,286,57,75,2,2,1
579,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,355,67,227,2,2,1
580,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,596,49,215,2,2,1
581,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,468,72,444,1,2,1
582,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,252,56,47,2,2,1
583,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,440,72,143,0,2,0
584,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,87,40,55,1,2,1
585,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,72,52,63,2,2,1
586,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,644,68,1867,0,1,0
587,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,288,62,611,1,2,1
588,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,43,68,473,1,2,1
589,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,313,64,55,0,2,0
590,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,625,39,81,1,1,1
591,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,564,48,2086,0,2,0
592,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,231,58,1478,0,1,0
593,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,150,46,49,1,2,1
594,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,291,51,382,0,2,0
595,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,283,48,69,1,2,1
596,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,611,54,67,1,1,1
597,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,253,54,30,2,2,1
598,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,390,45,63,1,2,1
599,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,681,42,79,1,2,1
600,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,493,62,42,1,1,1
601,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,667,63,819,1,2,1
602,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,285,68,1151,0,1,0
603,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,567,75,594,2,2,1
604,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,519,57,129,2,2,1
605,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,547,37,213,1,1,1
606,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,138,50,67,1,1,1
607,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,475,67,28,3,1,1
608,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,611,48,45,1,2,1
609,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,53,58,1193,0,2,0
610,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,314,54,268,0,1,0
611,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,346,79,266,0,1,0
612,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,565,50,37,1,2,1
613,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,244,56,37,3,2,1
614,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,597,54,882,0,1,0
615,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,338,49,373,2,2,1
616,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,419,58,35,3,1,1
617,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,391,47,107,2,2,1
618,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,468,45,42,2,1,1
619,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,681,63,326,1,2,1
620,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,353,62,404,1,2,1
621,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,350,52,95,0,1,0
622,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,111,74,939,0,1,0
623,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,183,45,33,1,1,1
624,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,391,68,981,0,2,0
625,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,525,47,36,1,2,1
626,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,391,48,1237,1,1,1
627,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,646,63,1825,1,2,1
628,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,661,46,103,2,1,1
629,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,558,46,191,1,1,1
630,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,222,53,1586,1,2,1
631,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,16,65,963,0,2,0
632,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,165,53,889,1,2,1
633,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,134,63,93,0,1,0
634,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,437,50,1587,0,1,0
635,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,111,61,16,3,1,1
636,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,390,71,1375,0,1,0
637,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,537,61,393,1,2,1
638,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,639,73,1477,1,1,1
639,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,235,52,1179,1,2,1
640,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,632,63,1005,1,2,1
641,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,47,75,1348,0,2,0
642,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,546,64,1307,1,1,1
643,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,418,59,486,1,1,1
644,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,476,76,2252,0,2,0
645,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,315,52,235,2,2,1
646,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,524,53,1724,0,2,0
647,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,198,53,235,1,1,1
648,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,46,1092,1,2,1
649,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,286,65,599,1,2,1
650,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,132,63,2008,0,1,0
651,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,671,38,48,1,2,1
652,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,686,49,1174,1,2,1
653,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,77,73,67,1,2,1
654,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,695,68,365,1,1,1
655,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,142,48,6,0,1,0
656,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,176,70,165,1,2,1
657,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,645,65,210,0,2,0
658,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,302,76,1095,1,2,1
659,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,251,57,223,3,1,1
660,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,569,60,597,1,2,1
661,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,227,38,22,1,2,1
662,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,186,48,1064,1,1,1
663,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,660,43,74,0,2,0
664,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,544,67,26,0,2,0
665,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,64,60,0,2,0
666,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,409,49,20,1,2,1
667,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,277,36,59,1,1,1
668,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,416,55,34,1,2,1
669,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,234,52,198,2,2,1
670,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,335,59,1048,1,2,1
671,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,233,61,574,2,1,1
672,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,655,53,1029,1,1,1
673,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,195,43,670,1,2,1
674,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,575,48,990,1,1,1
675,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,38,49,11,2,2,1
676,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,607,60,1241,1,2,1
677,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,178,44,576,0,1,0
678,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,378,38,172,1,2,1
679,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,188,43,664,0,1,0
680,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,254,60,928,1,1,1
681,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,668,56,2074,0,1,0
682,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,339,41,467,0,2,0
683,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,248,68,257,1,2,1
684,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,192,56,1146,0,2,0
